ZCTA5,STATE,PLACE,CLASSFP,GEOID,POPPT,HUPT,AREAPT,AREALANDPT,ZPOP,ZHU,ZAREA,ZAREALAND,PLPOP,PLHU,PLAREA,PLAREALAND,ZPOPPCT,ZHUPCT,ZAREAPCT,ZAREALANDPCT,PLPOPPCT,PLHUPCT,PLAREAPCT,PLAREALANDPCT
43082,39,18000,C6,3918000,276,219,263062,263062,29946,11084,60559705,57289047,787033,370965,577839589,562466164,0.92,1.98,0.43,0.46,0.04,0.06,0.05,0.05
43082,39,83342,C6,3983342,7792,3121,10374763,10314469,29946,11084,60559705,57289047,36120,14467,32661394,32304750,26.02,28.16,17.13,18,21.57,21.57,31.76,31.93
43084,39,86478,C1,3986478,305,113,757704,757704,841,307,55940690,55869829,305,113,757704,757704,36.27,36.81,1.35,1.36,100,100,100,100
43085,39,18000,C6,3918000,9106,4036,4976076,4957115,23258,10228,19324892,19106127,787033,370965,577839589,562466164,39.15,39.46,25.75,25.95,1.16,1.09,0.86,0.88
43085,39,67440,C1,3967440,545,236,395144,395144,23258,10228,19324892,19106127,545,236,395144,395144,2.34,2.31,2.04,2.07,100,100,100,100
43085,39,86604,C1,3986604,13554,5932,13554407,13359355,23258,10228,19324892,19106127,13575,5940,14558721,14361210,58.28,58,70.14,69.92,99.85,99.87,93.1,93.02
43101,39,00450,C1,3900450,380,175,710726,708656,380,175,710726,708656,380,175,712031,709961,100,100,100,100,100,100,99.82,99.82
43102,39,01630,C1,3901630,737,295,777905,777905,4512,1755,153997703,153794817,737,295,777905,777905,16.33,16.81,0.51,0.51,100,100,100,100
43103,39,02680,C1,3902680,4097,1731,6492355,6492355,10697,4280,218302727,216793129,4097,1731,6492355,6492355,38.3,40.44,2.97,2.99,100,100,100,100
43103,39,18070,C1,3918070,0,0,9408,9408,10697,4280,218302727,216793129,1582,547,2915181,2915181,0,0,0,0,0,0,0.32,0.32
43103,39,73068,C1,3973068,1744,688,10369956,10369956,10697,4280,218302727,216793129,1744,688,11079856,11079856,16.3,16.07,4.75,4.78,100,100,93.59,93.59
43105,39,03758,C1,3903758,2966,1288,5412940,5412940,8147,3261,148437372,148398547,2966,1288,5412940,5412940,36.41,39.5,3.65,3.65,100,100,100,100
43106,39,07188,C1,3907188,938,368,1674191,1674191,1685,659,102423764,102423764,938,368,1816079,1816079,55.67,55.84,1.63,1.63,100,100,92.19,92.19
43107,39,08392,C1,3908392,1425,546,2237012,2231237,3153,1279,78204968,77586425,1425,546,2237012,2231237,45.2,42.69,2.86,2.88,100,100,100,100
43107,39,35126,U1,3935126,201,138,1661552,1657444,3153,1279,78204968,77586425,794,688,7313635,6749419,6.37,10.79,2.12,2.14,25.31,20.06,22.72,24.56
43109,39,08532,C1,3908532,106,39,125689,125317,118,44,407981,402740,114,44,254374,253793,89.83,88.64,30.81,31.12,92.98,88.64,49.41,49.38
43109,39,18000,C6,3918000,12,5,282292,277423,118,44,407981,402740,787033,370965,577839589,562466164,10.17,11.36,69.19,68.88,0,0,0.05,0.05
43110,39,08532,C1,3908532,3,2,22593,22593,33847,14308,130838639,130039952,114,44,254374,253793,0.01,0.01,0.02,0.02,2.63,4.55,8.88,8.9
43110,39,11332,C1,3911332,7051,2875,17910656,17684379,33847,14308,130838639,130039952,7101,2893,19688368,19335077,20.83,20.09,13.69,13.6,99.3,99.38,90.97,91.46
43110,39,18000,C6,3918000,19466,8695,21009085,20724047,33847,14308,130838639,130039952,787033,370965,577839589,562466164,57.51,60.77,16.06,15.94,2.47,2.34,3.64,3.68
43110,39,32606,C1,3932606,98,35,250557,250557,33847,14308,130838639,130039952,5363,2300,22758860,22171224,0.29,0.24,0.19,0.19,1.83,1.52,1.1,1.13
43110,39,44086,C1,3944086,674,286,4653441,4642945,33847,14308,130838639,130039952,1106,502,5252862,5242366,1.99,2,3.56,3.57,60.94,56.97,88.59,88.57
43110,39,62498,C1,3962498,69,21,894206,891764,33847,14308,130838639,130039952,18291,6680,25242937,25239075,0.2,0.15,0.68,0.69,0.38,0.31,3.54,3.53
43111,39,12056,U1,3912056,225,93,1034102,1028268,225,93,1047276,1041442,233,97,1053488,1047654,100,100,98.74,98.74,96.57,95.88,98.16,98.15
43112,39,12252,C1,3912252,524,218,816959,816959,4617,1775,90434595,90292869,524,218,816959,816959,11.35,12.28,0.9,0.9,100,100,100,100
43113,39,15070,C2,3915070,13314,6024,17522246,17207635,23717,10077,429617276,426008147,13314,6024,17522246,17207635,56.14,59.78,4.08,4.04,100,100,100,100
43113,39,44636,U1,3944636,1118,440,1360670,1359718,23717,10077,429617276,426008147,1118,440,1360670,1359718,4.71,4.37,0.32,0.32,100,100,100,100
43113,39,76148,C1,3976148,40,18,200597,200597,23717,10077,429617276,426008147,282,115,1082358,1082358,0.17,0.18,0.05,0.05,14.18,15.65,18.53,18.53
43115,39,15336,C1,3915336,455,184,446835,446835,1321,541,124333007,124152219,455,184,446835,446835,34.44,34.01,0.36,0.36,100,100,100,100
43116,39,18070,C1,3918070,1437,483,2464491,2464491,1448,487,2555790,2555790,1582,547,2915181,2915181,99.24,99.18,96.43,96.43,90.83,88.3,84.54,84.54
43117,39,21784,U1,3921784,73,28,50516,50516,73,28,50516,50516,408,155,3451452,3451452,100,100,100,100,17.89,18.06,1.46,1.46
43119,39,18000,C6,3918000,19290,7475,10360015,10259287,27698,10560,83159344,82337436,787033,370965,577839589,562466164,69.64,70.79,12.46,12.46,2.45,2.02,1.79,1.82
43119,39,41363,U1,3941363,4592,1542,9074183,8969529,27698,10560,83159344,82337436,4592,1542,9074183,8969529,16.58,14.6,10.91,10.89,100,100,100,100
43119,39,43792,U1,3943792,0,0,10111,10111,27698,10560,83159344,82337436,9032,4188,4755179,4754828,0,0,0.01,0.01,0,0,0.21,0.21
43123,39,18000,C6,3918000,13600,5221,15411229,15314690,58424,23657,155875226,154159531,787033,370965,577839589,562466164,23.28,22.07,9.89,9.93,1.73,1.41,2.67,2.72
43123,39,20198,U1,3920198,793,323,2560792,2555799,58424,23657,155875226,154159531,793,323,2560792,2555799,1.36,1.37,1.64,1.66,100,100,100,100
43123,39,32592,C1,3932592,35564,14714,41349646,40948764,58424,23657,155875226,154159531,35575,14720,42354236,41947566,60.87,62.2,26.53,26.56,99.97,99.96,97.63,97.62
43123,39,79100,C1,3979100,960,367,1548396,1548057,58424,23657,155875226,154159531,960,367,1548396,1548057,1.64,1.55,0.99,1,100,100,100,100
43125,39,11332,C1,3911332,50,18,1777712,1650698,12161,5539,83068439,81381979,7101,2893,19688368,19335077,0.41,0.32,2.14,2.03,0.7,0.62,9.03,8.54
43125,39,18000,C6,3918000,3769,1967,7448219,7218381,12161,5539,83068439,81381979,787033,370965,577839589,562466164,30.99,35.51,8.97,8.87,0.48,0.53,1.29,1.28
43125,39,32606,C1,3932606,5265,2265,21758663,21173579,12161,5539,83068439,81381979,5363,2300,22758860,22171224,43.29,40.89,26.19,26.02,98.17,98.48,95.61,95.5
43125,39,57862,C1,3957862,959,392,3293558,3203884,12161,5539,83068439,81381979,4532,1807,15352806,14979850,7.89,7.08,3.96,3.94,21.16,21.69,21.45,21.39
43126,39,33740,C1,3933740,320,147,384360,384360,326,150,1222588,1193664,320,147,399030,399030,98.16,98,31.44,32.2,100,100,96.32,96.32
43127,39,34594,U1,3934594,280,113,1521716,1456656,283,114,1567003,1499575,381,158,2282197,2216338,98.94,99.12,97.11,97.14,73.49,71.52,66.68,65.72
43128,39,38920,C1,3938920,1196,569,3567258,3567258,2309,1039,123326509,123200073,1203,574,4491536,4402162,51.8,54.76,2.89,2.9,99.42,99.13,79.42,81.03
43128,39,50316,C1,3950316,0,0,13042,13042,2309,1039,123326509,123200073,112,55,262194,262194,0,0,0.01,0.01,0,0,4.97,4.97
43128,39,57918,C1,3957918,14,9,558048,558048,2309,1039,123326509,123200073,59,34,718901,718901,0.61,0.87,0.45,0.45,23.73,26.47,77.63,77.63
43130,39,41720,C1,3941720,38780,17685,48963184,48797293,59570,25262,421215730,419283829,38780,17685,48963184,48797293,65.1,70.01,11.62,11.64,100,100,100,100
43135,39,00450,C1,3900450,0,0,1305,1305,4445,2014,247297528,246847633,380,175,712031,709961,0,0,0,0,0,0,0.18,0.18
43135,39,42084,C1,3942084,527,282,545401,540106,4445,2014,247297528,246847633,527,282,545401,540106,11.86,14,0.22,0.22,100,100,100,100
43136,39,44086,C1,3944086,432,216,599421,599421,460,226,719125,719125,1106,502,5252862,5242366,93.91,95.58,83.35,83.35,39.06,43.03,11.41,11.43
43137,39,18000,C6,3918000,33,12,22668124,20204736,2388,1087,81830002,77486237,787033,370965,577839589,562466164,1.38,1.1,27.7,26.08,0,0,3.92,3.59
43137,39,32592,C1,3932592,6,4,597260,591962,2388,1087,81830002,77486237,35575,14720,42354236,41947566,0.25,0.37,0.73,0.76,0.02,0.03,1.41,1.41
43137,39,44310,C1,3944310,237,108,2061499,1943324,2388,1087,81830002,77486237,237,108,2061499,1943324,9.92,9.94,2.52,2.51,100,100,100,100
43137,39,57862,C1,3957862,12,5,2380599,2343172,2388,1087,81830002,77486237,4532,1807,15352806,14979850,0.5,0.46,2.91,3.02,0.26,0.28,15.51,15.64
43137,39,73068,C1,3973068,0,0,709900,709900,2388,1087,81830002,77486237,1744,688,11079856,11079856,0,0,0.87,0.92,0,0,6.41,6.41
43138,39,34594,U1,3934594,83,36,448775,447976,18437,8270,459671395,456489986,381,158,2282197,2216338,0.45,0.44,0.1,0.1,21.78,22.78,19.66,20.21
43138,39,44632,C1,3944632,7152,3374,12768505,12408396,18437,8270,459671395,456489986,7152,3374,12768505,12408396,38.79,40.8,2.78,2.72,100,100,100,100
43140,39,14288,U1,3914288,1546,667,3133558,2133026,24066,8189,577294947,575490587,1546,667,3133558,2133026,6.42,8.15,0.54,0.37,100,100,100,100
43140,39,41146,U1,3941146,202,101,2713540,2713540,24066,8189,577294947,575490587,202,101,2713540,2713540,0.84,1.23,0.47,0.47,100,100,100,100
43140,39,44674,C5,3944674,9904,4410,21880143,21880143,24066,8189,577294947,575490587,9904,4410,21880143,21880143,41.15,53.85,3.79,3.8,100,100,100,100
43140,39,63758,U1,3963758,319,120,1610141,1610141,24066,8189,577294947,575490587,319,120,1610141,1610141,1.33,1.47,0.28,0.28,100,100,100,100
43140,39,83580,C1,3983580,0,0,89322,89322,24066,8189,577294947,575490587,4222,1709,12615340,12561583,0,0,0.02,0.02,0,0,0.71,0.71
43142,39,50316,C1,3950316,111,54,202223,202223,111,54,202223,202223,112,55,262194,262194,100,100,100,100,99.11,98.18,77.13,77.13
43143,39,53046,C1,3953046,1782,841,4468585,4468585,5694,2433,347719288,344230264,1782,841,4468585,4468585,31.3,34.57,1.29,1.3,100,100,100,100
43144,39,53410,C1,3953410,449,211,824229,822271,477,229,18249332,18194634,449,211,824229,822271,94.13,92.14,4.52,4.52,100,100,100,100
43145,39,54726,C1,3954726,801,363,4869405,4869405,1918,836,141953727,139605418,801,363,4869405,4869405,41.76,43.42,3.43,3.49,100,100,100,100
43146,39,18070,C1,3918070,145,64,441282,441282,12369,3389,208844999,206731981,1582,547,2915181,2915181,1.17,1.89,0.21,0.21,9.17,11.7,15.14,15.14
43146,39,20212,C1,3920212,101,40,665060,623502,12369,3389,208844999,206731981,222,92,1245667,1204109,0.82,1.18,0.32,0.3,45.5,43.48,53.39,51.78
43146,39,21784,U1,3921784,335,127,3400936,3400936,12369,3389,208844999,206731981,408,155,3451452,3451452,2.71,3.75,1.63,1.65,82.11,81.94,98.54,98.54
43146,39,32592,C1,3932592,5,2,407330,406840,12369,3389,208844999,206731981,35575,14720,42354236,41947566,0.04,0.06,0.2,0.2,0.01,0.01,0.96,0.97
43146,39,33740,C1,3933740,0,0,14670,14670,12369,3389,208844999,206731981,320,147,399030,399030,0,0,0.01,0.01,0,0,3.68,3.68
43146,39,58800,C1,3958800,270,100,308120,308120,12369,3389,208844999,206731981,270,100,308120,308120,2.18,2.95,0.15,0.15,100,100,100,100
43147,39,18000,C6,3918000,3628,1314,2347485,2347186,38440,13728,75594702,75511140,787033,370965,577839589,562466164,9.44,9.57,3.11,3.11,0.46,0.35,0.41,0.42
43147,39,62498,C1,3962498,18222,6659,24294686,24293266,38440,13728,75594702,75511140,18291,6680,25242937,25239075,47.4,48.51,32.14,32.17,99.62,99.69,96.24,96.25
43148,39,63716,C1,3963716,960,392,688047,688047,2220,880,64411973,64330826,960,392,688047,688047,43.24,44.55,1.07,1.07,100,100,100,100
43149,39,67804,U1,3967804,182,83,978317,978317,2552,1197,141944795,141655526,182,83,978317,978317,7.13,6.93,0.69,0.69,100,100,100,100
43150,39,69204,C1,3969204,302,120,620572,620572,2482,943,69920128,68583123,302,120,620572,620572,12.17,12.73,0.89,0.9,100,100,100,100
43150,39,84182,C1,3984182,134,62,168697,167929,2482,943,69920128,68583123,134,62,168697,167929,5.4,6.57,0.24,0.24,100,100,100,100
43151,39,50008,C1,3950008,322,127,753044,753044,322,127,753044,753044,322,127,753044,753044,100,100,100,100,100,100,100,100
43153,39,73768,C1,3973768,355,145,649160,649160,971,393,136617473,136611420,355,145,649160,649160,36.56,36.9,0.48,0.48,100,100,100,100
43154,39,74916,C1,3974916,560,234,2993535,2993535,3150,1187,64337461,64162560,560,234,2993535,2993535,17.78,19.71,4.65,4.67,100,100,100,100
43154,39,76148,C1,3976148,0,0,5342,5342,3150,1187,64337461,64162560,282,115,1082358,1082358,0,0,0.01,0.01,0,0,0.49,0.49
43155,39,35126,U1,3935126,593,550,5652083,5091975,2543,1352,79519273,78389965,794,688,7313635,6749419,23.32,40.68,7.11,6.5,74.69,79.94,77.28,75.44
43155,39,75252,C1,3975252,426,175,780590,748899,2543,1352,79519273,78389965,426,175,780590,748899,16.75,12.94,0.98,0.96,100,100,100,100
43156,39,76148,C1,3976148,242,97,876419,876419,242,97,876419,876419,282,115,1082358,1082358,100,100,100,100,85.82,84.35,80.97,80.97
43157,39,76764,C1,3976764,604,238,673360,673360,610,240,893298,893298,604,238,673360,673360,99.02,99.17,75.38,75.38,100,100,100,100
43160,39,07188,C1,3907188,0,0,141888,141888,22305,9866,557685729,556995764,938,368,1816079,1816079,0,0,0.03,0.03,0,0,7.81,7.81
43160,39,30828,U1,3930828,199,84,1458044,1458044,22305,9866,557685729,556995764,234,103,1949659,1949659,0.89,0.85,0.26,0.26,85.04,81.55,74.78,74.78
43160,39,38920,C1,3938920,7,5,924278,834904,22305,9866,557685729,556995764,1203,574,4491536,4402162,0.03,0.05,0.17,0.15,0.58,0.87,20.58,18.97
43160,39,50316,C1,3950316,1,1,46929,46929,22305,9866,557685729,556995764,112,55,262194,262194,0,0.01,0.01,0.01,0.89,1.82,17.9,17.9
43160,39,57918,C1,3957918,45,25,150725,150725,22305,9866,557685729,556995764,59,34,718901,718901,0.2,0.25,0.03,0.03,76.27,73.53,20.97,20.97
43160,39,59724,U1,3959724,87,53,896944,882329,22305,9866,557685729,556995764,87,53,896944,882329,0.39,0.54,0.16,0.16,100,100,100,100
43160,39,81718,C2,3981718,14192,6433,22788193,22632957,22305,9866,557685729,556995764,14192,6433,22788193,22632957,63.63,65.2,4.09,4.06,100,100,100,100
43162,39,83580,C1,3983580,4222,1709,12526018,12472261,6926,2796,121014283,120911012,4222,1709,12615340,12561583,60.96,61.12,10.35,10.32,100,100,99.29,99.29
43164,39,20212,C1,3920212,121,52,580607,580607,2203,845,146422426,145886975,222,92,1245667,1204109,5.49,6.15,0.4,0.4,54.5,56.52,46.61,48.22
43164,39,85414,C1,3985414,1023,377,4770957,4693330,2203,845,146422426,145886975,1023,377,4770957,4693330,46.44,44.62,3.26,3.22,100,100,100,100
43201,39,18000,C6,3918000,35495,16214,7984292,7984237,35495,16214,7984292,7984237,787033,370965,577839589,562466164,100,100,100,100,4.51,4.37,1.38,1.42
43202,39,18000,C6,3918000,20251,10613,6655247,6501622,20251,10613,6655247,6501622,787033,370965,577839589,562466164,100,100,100,100,2.57,2.86,1.15,1.16
43203,39,18000,C6,3918000,8108,5062,3822175,3822175,8108,5062,3822175,3822175,787033,370965,577839589,562466164,100,100,100,100,1.03,1.36,0.66,0.68
43204,39,18000,C6,3918000,39467,17793,20784365,19984128,42104,18901,24127645,23307543,787033,370965,577839589,562466164,93.74,94.14,86.14,85.74,5.01,4.8,3.6,3.55
43204,39,79282,C1,3979282,620,266,391947,385276,42104,18901,24127645,23307543,620,266,391947,385276,1.47,1.41,1.62,1.65,100,100,100,100
43205,39,18000,C6,3918000,12272,7306,6196966,6144054,12272,7306,6196966,6144054,787033,370965,577839589,562466164,100,100,100,100,1.56,1.97,1.07,1.09
43206,39,18000,C6,3918000,21864,11995,7782064,7778542,21864,11995,7782064,7778542,787033,370965,577839589,562466164,100,100,100,100,2.78,3.23,1.35,1.38
43207,39,18000,C6,3918000,37934,17201,46910728,44810726,45144,20217,62907791,60393119,787033,370965,577839589,562466164,84.03,85.08,74.57,74.2,4.82,4.64,8.12,7.97
43207,39,32606,C1,3932606,0,0,749640,747088,45144,20217,62907791,60393119,5363,2300,22758860,22171224,0,0,1.19,1.24,0,0,3.29,3.37
43207,39,57862,C1,3957862,3561,1410,9678649,9432794,45144,20217,62907791,60393119,4532,1807,15352806,14979850,7.89,6.97,15.39,15.62,78.57,78.03,63.04,62.97
43209,39,06278,C2,3906278,13057,5041,6347339,6296449,27228,12442,16399258,16143071,13057,5041,6347339,6296449,47.95,40.52,38.71,39,100,100,100,100
43209,39,18000,C6,3918000,14171,7401,10051919,9846622,27228,12442,16399258,16143071,787033,370965,577839589,562466164,52.05,59.48,61.29,61,1.8,2,1.74,1.75
43210,39,18000,C6,3918000,9432,414,4188831,4003189,9432,414,4188831,4003189,787033,370965,577839589,562466164,100,100,100,100,1.2,0.11,0.72,0.71
43211,39,18000,C6,3918000,20505,9842,11509758,11473913,21600,10338,12251152,12215307,787033,370965,577839589,562466164,94.93,95.2,93.95,93.93,2.61,2.65,1.99,2.04
43212,39,18000,C6,3918000,7847,5624,3531772,3366625,18551,10720,9444670,9279523,787033,370965,577839589,562466164,42.3,52.46,37.39,36.28,1,1.52,0.61,0.6
43212,39,31304,C2,3931304,6528,3078,3241407,3241407,18551,10720,9444670,9279523,6536,3087,3459350,3448977,35.19,28.71,34.32,34.93,99.88,99.71,93.7,93.98
43212,39,47474,C2,3947474,573,321,477986,477986,18551,10720,9444670,9279523,573,321,688586,688586,3.09,2.99,5.06,5.15,100,100,69.42,69.42
43212,39,79002,C2,3979002,2769,1208,1326862,1326862,18551,10720,9444670,9279523,33771,14544,25559441,25482180,14.93,11.27,14.05,14.3,8.2,8.31,5.19,5.21
43213,39,18000,C6,3918000,13448,7370,12230022,12064463,30444,15693,23558162,23323368,787033,370965,577839589,562466164,44.17,46.96,51.91,51.73,1.71,1.99,2.12,2.14
43213,39,29106,C1,3929106,0,0,36570,36570,30444,15693,23558162,23323368,33248,13577,32628933,32186250,0,0,0.16,0.16,0,0,0.11,0.11
43213,39,66390,C1,3966390,2,1,61612,61479,30444,15693,23558162,23323368,35893,15611,29112554,28897373,0.01,0.01,0.26,0.26,0.01,0.01,0.21,0.21
43213,39,84742,C2,3984742,16980,8313,11122577,11053512,30444,15693,23558162,23323368,18062,8785,13687870,13615746,55.77,52.97,47.21,47.39,94.01,94.63,81.26,81.18
43214,39,18000,C6,3918000,23985,12812,17065762,16861339,24650,13169,17636434,17423062,787033,370965,577839589,562466164,97.3,97.29,96.76,96.78,3.05,3.45,2.95,3
43214,39,86604,C1,3986604,21,8,19700,19700,24650,13169,17636434,17423062,13575,5940,14558721,14361210,0.09,0.06,0.11,0.11,0.15,0.13,0.14,0.14
43215,39,18000,C6,3918000,12782,8730,14288906,12721414,12790,8739,14717449,13139584,787033,370965,577839589,562466164,99.94,99.9,97.09,96.82,1.62,2.35,2.47,2.26
43215,39,31304,C2,3931304,8,9,217943,207570,12790,8739,14717449,13139584,6536,3087,3459350,3448977,0.06,0.1,1.48,1.58,0.12,0.29,6.3,6.02
43215,39,47474,C2,3947474,0,0,210600,210600,12790,8739,14717449,13139584,573,321,688586,688586,0,0,1.43,1.6,0,0,30.58,30.58
43217,39,18000,C6,3918000,2342,782,1703858,1703376,2602,903,10630271,10629372,787033,370965,577839589,562466164,90.01,86.6,16.03,16.03,0.3,0.21,0.29,0.3
43219,39,18000,C6,3918000,26665,11985,38679937,38382009,27123,12202,43979349,43644505,787033,370965,577839589,562466164,98.31,98.22,87.95,87.94,3.39,3.23,6.69,6.82
43219,39,29106,C1,3929106,0,0,235835,221034,27123,12202,43979349,43644505,33248,13577,32628933,32186250,0,0,0.54,0.51,0,0,0.72,0.69
43219,39,84742,C2,3984742,0,0,1989105,1986046,27123,12202,43979349,43644505,18062,8785,13687870,13615746,0,0,4.52,4.55,0,0,14.53,14.59
43220,39,18000,C6,3918000,13009,7402,6351177,6047314,24989,12419,17999947,17631261,787033,370965,577839589,562466164,52.06,59.6,35.28,34.3,1.65,2,1.1,1.08
43220,39,79002,C2,3979002,11830,4959,11340512,11275730,24989,12419,17999947,17631261,33771,14544,25559441,25482180,47.34,39.93,63,63.95,35.03,34.1,44.37,44.25
43221,39,18000,C6,3918000,10529,5001,9155540,8286011,31265,14175,25083399,24192333,787033,370965,577839589,562466164,33.68,35.28,36.5,34.25,1.34,1.35,1.58,1.47
43221,39,35476,C1,3935476,311,165,604162,603697,31265,14175,25083399,24192333,28435,10637,34537646,34101454,0.99,1.16,2.41,2.5,1.09,1.55,1.75,1.77
43221,39,79002,C2,3979002,19172,8377,12892067,12879588,31265,14175,25083399,24192333,33771,14544,25559441,25482180,61.32,59.1,51.4,53.24,56.77,57.6,50.44,50.54
43222,39,18000,C6,3918000,4617,2162,3767508,3601555,4617,2162,3767508,3601555,787033,370965,577839589,562466164,100,100,100,100,0.59,0.58,0.65,0.64
43223,39,18000,C6,3918000,22863,9000,19822431,17938632,27366,11046,28206687,26072358,787033,370965,577839589,562466164,83.55,81.48,70.28,68.8,2.9,2.43,3.43,3.19
43224,39,18000,C6,3918000,34558,16354,17965964,17866622,38699,18466,21779042,21670501,787033,370965,577839589,562466164,89.3,88.56,82.49,82.45,4.39,4.41,3.11,3.18
43227,39,18000,C6,3918000,20258,9668,9743020,9719376,21340,10140,10319208,10295564,787033,370965,577839589,562466164,94.93,95.35,94.42,94.4,2.57,2.61,1.69,1.73
43227,39,84742,C2,3984742,1082,472,576188,576188,21340,10140,10319208,10295564,18062,8785,13687870,13615746,5.07,4.65,5.58,5.6,5.99,5.37,4.21,4.23
43228,39,18000,C6,3918000,37789,16941,38602551,38174428,50737,23179,52884297,52420883,787033,370965,577839589,562466164,74.48,73.09,72.99,72.82,4.8,4.57,6.68,6.79
43228,39,35476,C1,3935476,0,0,3544,3544,50737,23179,52884297,52420883,28435,10637,34537646,34101454,0,0,0.01,0.01,0,0,0.01,0.01
43228,39,43792,U1,3943792,9032,4188,4745068,4744717,50737,23179,52884297,52420883,9032,4188,4755179,4754828,17.8,18.07,8.97,9.05,100,100,99.79,99.79
43229,39,18000,C6,3918000,46285,21885,21857727,21698176,46347,21920,22982881,22820924,787033,370965,577839589,562466164,99.87,99.84,95.1,95.08,5.88,5.9,3.78,3.86
43229,39,86604,C1,3986604,0,0,860294,857888,46347,21920,22982881,22820924,13575,5940,14558721,14361210,0,0,3.74,3.76,0,0,5.91,5.97
43230,39,18000,C6,3918000,19012,9304,17535162,17231393,51161,22620,55061534,54205431,787033,370965,577839589,562466164,37.16,41.13,31.85,31.79,2.42,2.51,3.03,3.06
43230,39,29106,C1,3929106,30996,12807,29151636,28757965,51161,22620,55061534,54205431,33248,13577,32628933,32186250,60.59,56.62,52.94,53.05,93.23,94.33,89.34,89.35
43230,39,36624,U1,3936624,0,0,11605,11353,51161,22620,55061534,54205431,4604,1775,2723224,2696975,0,0,0.02,0.02,0,0,0.43,0.42
43230,39,53970,C1,3953970,35,12,175699,172959,51161,22620,55061534,54205431,7724,2653,30306450,29932364,0.07,0.05,0.32,0.32,0.45,0.45,0.58,0.58
43231,39,18000,C6,3918000,17957,7742,8645082,8553468,19685,8494,11260534,11136142,787033,370965,577839589,562466164,91.22,91.15,76.77,76.81,2.28,2.09,1.5,1.52
43231,39,50862,C1,3950862,1272,565,1326884,1297819,19685,8494,11260534,11136142,1272,565,1340427,1311362,6.46,6.65,11.78,11.65,100,100,98.99,98.97
43231,39,83342,C6,3983342,0,0,2778,2778,19685,8494,11260534,11136142,36120,14467,32661394,32304750,0,0,0.02,0.02,0,0,0.01,0.01
43232,39,06670,U1,3906670,8682,3401,4958173,4896435,42201,19307,32282505,31746173,8682,3401,4958173,4896435,20.57,17.62,15.36,15.42,100,100,100,100
43232,39,08532,C1,3908532,1,1,23777,23568,42201,19307,32282505,31746173,114,44,254374,253793,0,0.01,0.07,0.07,0.88,2.27,9.35,9.29
43232,39,18000,C6,3918000,32798,15603,25007788,24609558,42201,19307,32282505,31746173,787033,370965,577839589,562466164,77.72,80.82,77.47,77.52,4.17,4.21,4.33,4.38
43232,39,66390,C1,3966390,7,3,118796,118796,42201,19307,32282505,31746173,35893,15611,29112554,28897373,0.02,0.02,0.37,0.37,0.02,0.02,0.41,0.41
43235,39,18000,C6,3918000,33978,16415,26883967,26405475,38493,18199,35585112,34933370,787033,370965,577839589,562466164,88.27,90.2,75.55,75.59,4.32,4.42,4.65,4.69
43235,39,22694,C6,3922694,0,0,53615,53615,38493,18199,35585112,34933370,41751,15779,64226920,63292766,0,0,0.15,0.15,0,0,0.08,0.08
43235,39,86604,C1,3986604,0,0,124320,124267,38493,18199,35585112,34933370,13575,5940,14558721,14361210,0,0,0.35,0.36,0,0,0.85,0.87
43240,39,18000,C6,3918000,3469,1752,6437953,6419457,3469,1753,6504094,6485598,787033,370965,577839589,562466164,100,99.94,98.98,98.98,0.44,0.47,1.11,1.14
43240,39,83342,C6,3983342,0,0,19777,19777,3469,1753,6504094,6485598,36120,14467,32661394,32304750,0,0,0.3,0.3,0,0,0.06,0.06
43302,39,31948,C1,3931948,0,0,55555,55555,54790,22966,505875336,505276210,374,155,875213,875213,0,0,0.01,0.01,0,0,6.35,6.35
43302,39,47754,C1,3947754,36837,15066,30599540,30396267,54790,22966,505875336,505276210,36837,15066,30599540,30396267,67.23,65.6,6.05,6.02,100,100,100,100
43302,39,54152,C1,3954152,296,108,631607,631607,54790,22966,505875336,505276210,515,214,1140476,1140476,0.54,0.47,0.12,0.13,57.48,50.47,55.38,55.38
43310,39,05116,C1,3905116,813,345,1832052,1799664,3104,1480,168051635,165973854,813,345,1832052,1799664,26.19,23.31,1.09,1.08,100,100,100,100
43311,39,05130,C1,3905130,13370,6115,25993390,25993390,19240,8440,263799892,263032677,13370,6115,25993390,25993390,69.49,72.45,9.85,9.88,100,100,100,100
43314,39,10954,C1,3910954,577,260,596515,596515,3173,1315,144572638,144572638,577,260,596515,596515,18.18,19.77,0.41,0.41,100,100,100,100
43315,39,12084,C1,3912084,2047,911,5196194,5196194,7046,2877,209964786,209839694,2047,911,5196194,5196194,29.05,31.66,2.47,2.48,100,100,100,100
43316,39,12112,C1,3912112,3674,1646,5134917,5116782,6041,2596,186551807,186389151,3674,1646,5134917,5116782,60.82,63.41,2.75,2.75,100,100,100,100
43317,39,14114,C1,3914114,168,63,470182,452235,168,65,539590,521643,228,83,547742,529795,100,96.92,87.14,86.69,73.68,75.9,85.84,85.36
43318,39,21378,C1,3921378,1285,536,2616502,2616502,3864,1482,176727387,176558364,1285,536,2616502,2616502,33.26,36.17,1.48,1.48,100,100,100,100
43318,39,42966,U1,3942966,0,0,504,504,3864,1482,176727387,176558364,222,82,1988079,1988079,0,0,0,0,0,0,0.03,0.03
