GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01
8600000US00773,00773,ZCTA5 00773,10284,670
8600000US00775,00775,ZCTA5 00775,9250,1300
8600000US00777,00777,ZCTA5 00777,9555,524
8600000US00778,00778,ZCTA5 00778,15111,1054
8600000US00780,00780,ZCTA5 00780,14502,2077
8600000US00782,00782,ZCTA5 00782,7064,639
8600000US00783,00783,ZCTA5 00783,7444,540
8600000US00784,00784,ZCTA5 00784,8899,499
8600000US00786,00786,ZCTA5 00786,10263,1821
8600000US00791,00791,ZCTA5 00791,10880,652
8600000US00794,00794,ZCTA5 00794,7326,650
8600000US00795,00795,ZCTA5 00795,9250,382
8600000US00901,00901,ZCTA5 00901,26052,3819
8600000US00906,00906,ZCTA5 00906,42718,29153
8600000US00907,00907,ZCTA5 00907,32954,4864
8600000US00909,00909,ZCTA5 00909,12282,1683
8600000US00911,00911,ZCTA5 00911,26939,3405
8600000US00912,00912,ZCTA5 00912,13833,1649
8600000US00913,00913,ZCTA5 00913,7575,1547
8600000US00915,00915,ZCTA5 00915,7834,498
8600000US00917,00917,ZCTA5 00917,11443,1000
8600000US00918,00918,ZCTA5 00918,20118,2738
8600000US00920,00920,ZCTA5 00920,14513,1049
8600000US00921,00921,ZCTA5 00921,11812,843
8600000US00923,00923,ZCTA5 00923,9642,684
8600000US00924,00924,ZCTA5 00924,11667,672
8600000US00925,00925,ZCTA5 00925,9967,2517
8600000US00926,00926,ZCTA5 00926,21026,923
8600000US00927,00927,ZCTA5 00927,26102,3220
8600000US00934,00934,ZCTA5 00934,50193,24725
8600000US00936,00936,ZCTA5 00936,10190,4016
8600000US00949,00949,ZCTA5 00949,12255,433
8600000US00950,00950,ZCTA5 00950,-,**
8600000US00952,00952,ZCTA5 00952,9221,723
8600000US00953,00953,ZCTA5 00953,13896,568
8600000US00956,00956,ZCTA5 00956,11068,375
8600000US00957,00957,ZCTA5 00957,11911,438
8600000US00959,00959,ZCTA5 00959,14960,945
8600000US00960,00960,ZCTA5 00960,6143,1593
8600000US00961,00961,ZCTA5 00961,16367,1104
8600000US00962,00962,ZCTA5 00962,9063,601
8600000US00965,00965,ZCTA5 00965,9652,2411
8600000US00966,00966,ZCTA5 00966,35940,4056
8600000US00968,00968,ZCTA5 00968,39984,4298
8600000US00969,00969,ZCTA5 00969,27696,1306
8600000US00971,00971,ZCTA5 00971,13801,1349
8600000US00976,00976,ZCTA5 00976,15740,990
8600000US00979,00979,ZCTA5 00979,28216,2398
8600000US00982,00982,ZCTA5 00982,13221,1093
8600000US00983,00983,ZCTA5 00983,13872,1096
8600000US00985,00985,ZCTA5 00985,12941,808
8600000US00987,00987,ZCTA5 00987,14797,716
8600000US01001,01001,ZCTA5 01001,30044,1734
8600000US01002,01002,ZCTA5 01002,26130,1610
8600000US01003,01003,ZCTA5 01003,3855,305
8600000US01005,01005,ZCTA5 01005,30325,4202
8600000US01007,01007,ZCTA5 01007,34278,2743
8600000US01008,01008,ZCTA5 01008,33040,3248
8600000US01009,01009,ZCTA5 01009,20360,6744
8600000US01010,01010,ZCTA5 01010,38412,3792
8600000US01011,01011,ZCTA5 01011,28174,2281
8600000US01012,01012,ZCTA5 01012,34589,5252
8600000US01013,01013,ZCTA5 01013,21477,1099
8600000US01020,01020,ZCTA5 01020,28032,1600
8600000US01022,01022,ZCTA5 01022,26697,4630
8600000US01026,01026,ZCTA5 01026,26311,2515
8600000US01027,01027,ZCTA5 01027,33604,2782
8600000US01028,01028,ZCTA5 01028,38300,2075
8600000US01029,01029,ZCTA5 01029,29424,5180
8600000US01030,01030,ZCTA5 01030,31713,2160
8600000US01031,01031,ZCTA5 01031,23357,4225
8600000US01032,01032,ZCTA5 01032,33491,5465
8600000US01033,01033,ZCTA5 01033,38018,5383
8600000US01034,01034,ZCTA5 01034,32033,3047
8600000US01035,01035,ZCTA5 01035,39502,5610
8600000US01036,01036,ZCTA5 01036,39184,3510
8600000US01037,01037,ZCTA5 01037,36083,7234
8600000US01038,01038,ZCTA5 01038,36026,4063
8600000US01039,01039,ZCTA5 01039,42804,5096
8600000US01040,01040,ZCTA5 01040,22343,1048
8600000US01050,01050,ZCTA5 01050,26061,2987
8600000US01053,01053,ZCTA5 01053,28710,6085
8600000US01054,01054,ZCTA5 01054,43647,4269
8600000US01056,01056,ZCTA5 01056,31586,2084
8600000US01057,01057,ZCTA5 01057,33106,2450
8600000US01060,01060,ZCTA5 01060,33593,3105
8600000US01062,01062,ZCTA5 01062,39887,4761
8600000US01063,01063,ZCTA5 01063,2815,732
8600000US01068,01068,ZCTA5 01068,31977,2044
8600000US01069,01069,ZCTA5 01069,28141,2352
8600000US01070,01070,ZCTA5 01070,29515,3024
8600000US01071,01071,ZCTA5 01071,33799,3155
8600000US01072,01072,ZCTA5 01072,36110,2963
8600000US01073,01073,ZCTA5 01073,37005,3158
8600000US01074,01074,ZCTA5 01074,20462,9476
8600000US01075,01075,ZCTA5 01075,31124,1845
8600000US01077,01077,ZCTA5 01077,37134,3082
8600000US01079,01079,ZCTA5 01079,26707,7508
8600000US01080,01080,ZCTA5 01080,21323,4516
8600000US01081,01081,ZCTA5 01081,23822,2724
8600000US01082,01082,ZCTA5 01082,26833,2473
8600000US01083,01083,ZCTA5 01083,23095,4398
8600000US01084,01084,ZCTA5 01084,40157,20065
8600000US01085,01085,ZCTA5 01085,28878,1244
8600000US01086,01086,ZCTA5 01086,3254,1073
8600000US01088,01088,ZCTA5 01088,35747,8517
8600000US01089,01089,ZCTA5 01089,27988,1306
8600000US01092,01092,ZCTA5 01092,35526,15987
8600000US01093,01093,ZCTA5 01093,45907,7180
8600000US01094,01094,ZCTA5 01094,30757,8291
8600000US01095,01095,ZCTA5 01095,39882,2876
8600000US01096,01096,ZCTA5 01096,33492,3428
8600000US01097,01097,ZCTA5 01097,13232,2084
8600000US01098,01098,ZCTA5 01098,35500,4280
8600000US01103,01103,ZCTA5 01103,18962,3725
8600000US01104,01104,ZCTA5 01104,18089,1675
8600000US01105,01105,ZCTA5 01105,12531,1815
8600000US01106,01106,ZCTA5 01106,53610,4092
8600000US01107,01107,ZCTA5 01107,12951,1252
8600000US01108,01108,ZCTA5 01108,18700,1300
8600000US01109,01109,ZCTA5 01109,13988,732
8600000US01118,01118,ZCTA5 01118,28082,1873
8600000US01119,01119,ZCTA5 01119,22489,2259
8600000US01128,01128,ZCTA5 01128,35133,5793
8600000US01129,01129,ZCTA5 01129,27592,2426
8600000US01151,01151,ZCTA5 01151,16458,1419
8600000US01199,01199,ZCTA5 01199,-,**
8600000US01201,01201,ZCTA5 01201,27192,920
8600000US01220,01220,ZCTA5 01220,27091,2130
8600000US01222,01222,ZCTA5 01222,40190,9717
8600000US01223,01223,ZCTA5 01223,42130,8914
8600000US01224,01224,ZCTA5 01224,24572,8398
8600000US01225,01225,ZCTA5 01225,30020,3468
8600000US01226,01226,ZCTA5 01226,29846,4101
8600000US01229,01229,ZCTA5 01229,24127,7561
8600000US01230,01230,ZCTA5 01230,36677,3687
8600000US01235,01235,ZCTA5 01235,31979,2661
8600000US01236,01236,ZCTA5 01236,26701,4342
8600000US01237,01237,ZCTA5 01237,30990,3230
8600000US01238,01238,ZCTA5 01238,34883,4369
8600000US01240,01240,ZCTA5 01240,47343,8931
8600000US01242,01242,ZCTA5 01242,22493,6214
8600000US01243,01243,ZCTA5 01243,45124,10883
8600000US01244,01244,ZCTA5 01244,29806,17342
8600000US01245,01245,ZCTA5 01245,36942,5856
8600000US01247,01247,ZCTA5 01247,23782,1616
8600000US01253,01253,ZCTA5 01253,35261,4908
8600000US01254,01254,ZCTA5 01254,56895,6325
8600000US01255,01255,ZCTA5 01255,33997,4162
8600000US01256,01256,ZCTA5 01256,26475,2545
8600000US01257,01257,ZCTA5 01257,35459,8483
8600000US01258,01258,ZCTA5 01258,45729,12140
8600000US01259,01259,ZCTA5 01259,46758,8835
8600000US01260,01260,ZCTA5 01260,26499,7543
8600000US01262,01262,ZCTA5 01262,37678,9046
8600000US01264,01264,ZCTA5 01264,51875,22765
8600000US01266,01266,ZCTA5 01266,48061,6210
8600000US01267,01267,ZCTA5 01267,30901,2759
8600000US01270,01270,ZCTA5 01270,36857,3416
8600000US01301,01301,ZCTA5 01301,28199,2082
8600000US01330,01330,ZCTA5 01330,38595,4569
8600000US01331,01331,ZCTA5 01331,24925,1612
8600000US01337,01337,ZCTA5 01337,31639,1999
8600000US01338,01338,ZCTA5 01338,34221,9907
8600000US01339,01339,ZCTA5 01339,31950,4013
8600000US01340,01340,ZCTA5 01340,28376,3400
8600000US01341,01341,ZCTA5 01341,41612,4273
8600000US01342,01342,ZCTA5 01342,45956,11586
8600000US01343,01343,ZCTA5 01343,51739,13892
8600000US01344,01344,ZCTA5 01344,25826,1849
8600000US01346,01346,ZCTA5 01346,33237,6183
8600000US01347,01347,ZCTA5 01347,17989,5967
8600000US01349,01349,ZCTA5 01349,28142,5269
8600000US01350,01350,ZCTA5 01350,24450,7563
8600000US01351,01351,ZCTA5 01351,34485,3867
8600000US01354,01354,ZCTA5 01354,32193,2930
8600000US01355,01355,ZCTA5 01355,32431,3416
8600000US01360,01360,ZCTA5 01360,31602,2077
8600000US01364,01364,ZCTA5 01364,21169,1763
8600000US01366,01366,ZCTA5 01366,34557,3259
8600000US01367,01367,ZCTA5 01367,26514,6759
8600000US01368,01368,ZCTA5 01368,27370,3040
8600000US01370,01370,ZCTA5 01370,35329,6953
8600000US01373,01373,ZCTA5 01373,34336,3659
8600000US01375,01375,ZCTA5 01375,32538,9537
8600000US01376,01376,ZCTA5 01376,24310,3412
8600000US01378,01378,ZCTA5 01378,30992,3148
8600000US01379,01379,ZCTA5 01379,30814,9180
8600000US01420,01420,ZCTA5 01420,22965,1010
8600000US01430,01430,ZCTA5 01430,37469,4691
8600000US01431,01431,ZCTA5 01431,29879,2401
8600000US01432,01432,ZCTA5 01432,40066,3518
8600000US01434,01434,ZCTA5 01434,15544,3527
8600000US01436,01436,ZCTA5 01436,25768,3498
8600000US01438,01438,ZCTA5 01438,21866,11226
8600000US01440,01440,ZCTA5 01440,23315,1843
8600000US01450,01450,ZCTA5 01450,51334,4399
8600000US01451,01451,ZCTA5 01451,59870,7280
8600000US01452,01452,ZCTA5 01452,32857,2846
8600000US01453,01453,ZCTA5 01453,29990,1573
8600000US01460,01460,ZCTA5 01460,47973,3847
8600000US01462,01462,ZCTA5 01462,38443,3009
8600000US01463,01463,ZCTA5 01463,35253,2481
8600000US01464,01464,ZCTA5 01464,27775,6928
8600000US01467,01467,ZCTA5 01467,47113,21928
8600000US01468,01468,ZCTA5 01468,32274,3741
8600000US01469,01469,ZCTA5 01469,34393,3360
8600000US01473,01473,ZCTA5 01473,36956,2850
8600000US01474,01474,ZCTA5 01474,49600,8667
8600000US01475,01475,ZCTA5 01475,27993,2477
8600000US01501,01501,ZCTA5 01501,33505,1553
8600000US01503,01503,ZCTA5 01503,45110,4032
8600000US01504,01504,ZCTA5 01504,32556,2259
8600000US01505,01505,ZCTA5 01505,47406,5054
8600000US01506,01506,ZCTA5 01506,32060,3444
8600000US01507,01507,ZCTA5 01507,35990,2689
8600000US01510,01510,ZCTA5 01510,30582,1936
8600000US01515,01515,ZCTA5 01515,34085,4046
8600000US01516,01516,ZCTA5 01516,34945,3208
8600000US01518,01518,ZCTA5 01518,38197,6251
8600000US01519,01519,ZCTA5 01519,47825,4443
8600000US01520,01520,ZCTA5 01520,40557,1902
8600000US01521,01521,ZCTA5 01521,34188,3000
8600000US01522,01522,ZCTA5 01522,42841,6173
8600000US01523,01523,ZCTA5 01523,33076,5854
8600000US01524,01524,ZCTA5 01524,27816,2467
8600000US01525,01525,ZCTA5 01525,37908,18252
8600000US01527,01527,ZCTA5 01527,33443,2108
8600000US01529,01529,ZCTA5 01529,31863,2460
8600000US01531,01531,ZCTA5 01531,35034,5396
8600000US01532,01532,ZCTA5 01532,44362,2671
8600000US01534,01534,ZCTA5 01534,41092,6520
8600000US01535,01535,ZCTA5 01535,29288,2464
8600000US01536,01536,ZCTA5 01536,40723,4003
8600000US01537,01537,ZCTA5 01537,26896,4986
8600000US01540,01540,ZCTA5 01540,29761,2028
8600000US01541,01541,ZCTA5 01541,48739,6456
8600000US01542,01542,ZCTA5 01542,33867,4122
8600000US01543,01543,ZCTA5 01543,37178,2235
8600000US01545,01545,ZCTA5 01545,42269,1773
8600000US01550,01550,ZCTA5 01550,23291,1233
8600000US01560,01560,ZCTA5 01560,36228,3511
8600000US01561,01561,ZCTA5 01561,24730,11911
8600000US01562,01562,ZCTA5 01562,30159,2369
8600000US01564,01564,ZCTA5 01564,41390,5273
8600000US01566,01566,ZCTA5 01566,43739,6201
8600000US01568,01568,ZCTA5 01568,44491,3104
8600000US01569,01569,ZCTA5 01569,35051,2042
8600000US01570,01570,ZCTA5 01570,26209,1718
8600000US01571,01571,ZCTA5 01571,30229,2212
8600000US01581,01581,ZCTA5 01581,46018,2340
8600000US01583,01583,ZCTA5 01583,27919,4546
8600000US01585,01585,ZCTA5 01585,35196,6770
8600000US01588,01588,ZCTA5 01588,31180,3208
8600000US01590,01590,ZCTA5 01590,42061,3298
8600000US01602,01602,ZCTA5 01602,31411,1569
8600000US01603,01603,ZCTA5 01603,22989,1901
8600000US01604,01604,ZCTA5 01604,25448,1351
8600000US01605,01605,ZCTA5 01605,20926,1427
8600000US01606,01606,ZCTA5 01606,32274,2215
8600000US01607,01607,ZCTA5 01607,24469,2601
8600000US01608,01608,ZCTA5 01608,13220,2114
8600000US01609,01609,ZCTA5 01609,27143,2816
8600000US01610,01610,ZCTA5 01610,14993,1069
8600000US01611,01611,ZCTA5 01611,32096,4860
8600000US01612,01612,ZCTA5 01612,37146,3203
8600000US01701,01701,ZCTA5 01701,42197,2265
8600000US01702,01702,ZCTA5 01702,27846,1242
8600000US01718,01718,ZCTA5 01718,61586,17159
8600000US01719,01719,ZCTA5 01719,58597,5349
8600000US01720,01720,ZCTA5 01720,57092,3270
8600000US01721,01721,ZCTA5 01721,48390,3019
8600000US01730,01730,ZCTA5 01730,54976,4183
8600000US01731,01731,ZCTA5 01731,23778,2374
8600000US01740,01740,ZCTA5 01740,51791,5138
8600000US01741,01741,ZCTA5 01741,83864,10342
8600000US01742,01742,ZCTA5 01742,66948,5807
8600000US01745,01745,ZCTA5 01745,39866,12521
8600000US01746,01746,ZCTA5 01746,45066,2327
8600000US01747,01747,ZCTA5 01747,39573,3979
8600000US01748,01748,ZCTA5 01748,58672,3520
8600000US01749,01749,ZCTA5 01749,37213,1604
8600000US01752,01752,ZCTA5 01752,36089,1609
8600000US01754,01754,ZCTA5 01754,44508,4721
8600000US01756,01756,ZCTA5 01756,44403,4302
8600000US01757,01757,ZCTA5 01757,34688,1768
8600000US01760,01760,ZCTA5 01760,51211,2689
8600000US01770,01770,ZCTA5 01770,75427,9421
8600000US01772,01772,ZCTA5 01772,63097,4808
8600000US01773,01773,ZCTA5 01773,87394,13682
8600000US01775,01775,ZCTA5 01775,51081,3931
8600000US01776,01776,ZCTA5 01776,73965,5201
8600000US01778,01778,ZCTA5 01778,72453,5265
8600000US01801,01801,ZCTA5 01801,35563,1200
8600000US01803,01803,ZCTA5 01803,40796,2126
8600000US01810,01810,ZCTA5 01810,57048,3118
8600000US01821,01821,ZCTA5 01821,39087,2395
8600000US01824,01824,ZCTA5 01824,47020,2006
8600000US01826,01826,ZCTA5 01826,33875,1598
8600000US01827,01827,ZCTA5 01827,48987,4014
8600000US01830,01830,ZCTA5 01830,30149,2021
8600000US01832,01832,ZCTA5 01832,29789,1666
8600000US01833,01833,ZCTA5 01833,46126,4078
8600000US01834,01834,ZCTA5 01834,39439,4315
8600000US01835,01835,ZCTA5 01835,32417,2051
8600000US01840,01840,ZCTA5 01840,16348,2402
8600000US01841,01841,ZCTA5 01841,15689,798
8600000US01843,01843,ZCTA5 01843,20141,1370
8600000US01844,01844,ZCTA5 01844,30578,1037
8600000US01845,01845,ZCTA5 01845,49131,2171
8600000US01850,01850,ZCTA5 01850,21523,2086
8600000US01851,01851,ZCTA5 01851,22357,1055
8600000US01852,01852,ZCTA5 01852,26087,1166
8600000US01854,01854,ZCTA5 01854,19580,971
8600000US01860,01860,ZCTA5 01860,36319,3525
8600000US01862,01862,ZCTA5 01862,32183,1795
8600000US01863,01863,ZCTA5 01863,40769,2992
8600000US01864,01864,ZCTA5 01864,49386,3513
8600000US01867,01867,ZCTA5 01867,47834,3064
8600000US01876,01876,ZCTA5 01876,39268,1912
8600000US01879,01879,ZCTA5 01879,43770,3049
8600000US01880,01880,ZCTA5 01880,40501,1902
8600000US01886,01886,ZCTA5 01886,49004,2726
8600000US01887,01887,ZCTA5 01887,38818,2059
8600000US01890,01890,ZCTA5 01890,66607,3439
8600000US01901,01901,ZCTA5 01901,18576,4121
8600000US01902,01902,ZCTA5 01902,20461,1324
8600000US01904,01904,ZCTA5 01904,35226,2081
8600000US01905,01905,ZCTA5 01905,22478,1213
8600000US01906,01906,ZCTA5 01906,33612,1674
8600000US01907,01907,ZCTA5 01907,52964,4712
8600000US01908,01908,ZCTA5 01908,49473,8364
8600000US01913,01913,ZCTA5 01913,39539,3251
8600000US01915,01915,ZCTA5 01915,40189,2510
8600000US01921,01921,ZCTA5 01921,60935,6725
8600000US01922,01922,ZCTA5 01922,40006,4222
8600000US01923,01923,ZCTA5 01923,37474,1779
8600000US01929,01929,ZCTA5 01929,49616,7434
8600000US01930,01930,ZCTA5 01930,37771,2676
8600000US01937,01937,ZCTA5 01937,21966,18884
8600000US01938,01938,ZCTA5 01938,41756,2467
8600000US01940,01940,ZCTA5 01940,50797,4063
8600000US01944,01944,ZCTA5 01944,68228,10332
8600000US01945,01945,ZCTA5 01945,57397,3411
8600000US01949,01949,ZCTA5 01949,37883,5668
8600000US01950,01950,ZCTA5 01950,50814,3769
8600000US01951,01951,ZCTA5 01951,49854,7268
8600000US01952,01952,ZCTA5 01952,32417,2324
8600000US01960,01960,ZCTA5 01960,33282,1391
8600000US01966,01966,ZCTA5 01966,46037,5820
8600000US01969,01969,ZCTA5 01969,44910,6461
8600000US01970,01970,ZCTA5 01970,32232,1452
8600000US01982,01982,ZCTA5 01982,46592,3719
8600000US01983,01983,ZCTA5 01983,55726,6363
8600000US01984,01984,ZCTA5 01984,42046,5398
8600000US01985,01985,ZCTA5 01985,55028,7146
8600000US02019,02019,ZCTA5 02019,40913,3315
8600000US02021,02021,ZCTA5 02021,48697,2946
8600000US02025,02025,ZCTA5 02025,64730,8935
8600000US02026,02026,ZCTA5 02026,42653,2228
8600000US02030,02030,ZCTA5 02030,96777,10192
8600000US02032,02032,ZCTA5 02032,47629,7906
8600000US02035,02035,ZCTA5 02035,43839,4138
8600000US02038,02038,ZCTA5 02038,45039,1828
8600000US02043,02043,ZCTA5 02043,65937,4775
8600000US02045,02045,ZCTA5 02045,44435,3435
8600000US02047,02047,ZCTA5 02047,18297,7805
8600000US02048,02048,ZCTA5 02048,41889,2742
8600000US02050,02050,ZCTA5 02050,41248,2196
8600000US02052,02052,ZCTA5 02052,64117,5633
8600000US02053,02053,ZCTA5 02053,47240,3830
8600000US02054,02054,ZCTA5 02054,43739,5297
8600000US02056,02056,ZCTA5 02056,43985,3072
8600000US02061,02061,ZCTA5 02061,51084,3959
8600000US02062,02062,ZCTA5 02062,40941,2197
8600000US02066,02066,ZCTA5 02066,50539,3522
8600000US02067,02067,ZCTA5 02067,57392,4283
8600000US02071,02071,ZCTA5 02071,29938,7287
8600000US02072,02072,ZCTA5 02072,34018,1308
8600000US02081,02081,ZCTA5 02081,47356,3377
8600000US02090,02090,ZCTA5 02090,67042,5325
8600000US02093,02093,ZCTA5 02093,43761,2760
8600000US02108,02108,ZCTA5 02108,90619,19464
8600000US02109,02109,ZCTA5 02109,87507,14747
8600000US02110,02110,ZCTA5 02110,152769,41845
8600000US02111,02111,ZCTA5 02111,51761,12422
8600000US02113,02113,ZCTA5 02113,58975,4685
8600000US02114,02114,ZCTA5 02114,70778,6419
8600000US02115,02115,ZCTA5 02115,23969,1801
8600000US02116,02116,ZCTA5 02116,84052,6163
8600000US02118,02118,ZCTA5 02118,53209,4217
8600000US02119,02119,ZCTA5 02119,19895,1205
8600000US02120,02120,ZCTA5 02120,17405,1811
8600000US02121,02121,ZCTA5 02121,16983,1242
8600000US02122,02122,ZCTA5 02122,25949,2029
8600000US02124,02124,ZCTA5 02124,25217,1268
8600000US02125,02125,ZCTA5 02125,24419,1221
8600000US02126,02126,ZCTA5 02126,20818,1157
8600000US02127,02127,ZCTA5 02127,47815,2282
8600000US02128,02128,ZCTA5 02128,25054,1120
8600000US02129,02129,ZCTA5 02129,60039,4549
8600000US02130,02130,ZCTA5 02130,42650,2207
8600000US02131,02131,ZCTA5 02131,33653,2006
8600000US02132,02132,ZCTA5 02132,43529,1817
8600000US02134,02134,ZCTA5 02134,29196,3016
8600000US02135,02135,ZCTA5 02135,32879,1576
8600000US02136,02136,ZCTA5 02136,27670,1475
8600000US02138,02138,ZCTA5 02138,51376,3130
8600000US02139,02139,ZCTA5 02139,45197,2705
8600000US02140,02140,ZCTA5 02140,54205,4463
8600000US02141,02141,ZCTA5 02141,44982,2857
8600000US02142,02142,ZCTA5 02142,68802,14445
8600000US02143,02143,ZCTA5 02143,38426,1895
8600000US02144,02144,ZCTA5 02144,46350,2470
8600000US02145,02145,ZCTA5 02145,32428,2207
8600000US02148,02148,ZCTA5 02148,26574,1118
8600000US02149,02149,ZCTA5 02149,23570,1392
8600000US02150,02150,ZCTA5 02150,21720,1390
8600000US02151,02151,ZCTA5 02151,26747,1338
8600000US02152,02152,ZCTA5 02152,36329,2558
8600000US02155,02155,ZCTA5 02155,36323,1627
8600000US02163,02163,ZCTA5 02163,25250,6666
8600000US02169,02169,ZCTA5 02169,34451,1319
8600000US02170,02170,ZCTA5 02170,32811,1975
8600000US02171,02171,ZCTA5 02171,37453,2379
8600000US02176,02176,ZCTA5 02176,44413,2637
8600000US02180,02180,ZCTA5 02180,40856,1950
8600000US02184,02184,ZCTA5 02184,37641,1853
8600000US02186,02186,ZCTA5 02186,48152,2920
8600000US02188,02188,ZCTA5 02188,37323,3334
8600000US02189,02189,ZCTA5 02189,30991,2210
8600000US02190,02190,ZCTA5 02190,37757,1931
8600000US02191,02191,ZCTA5 02191,34794,2155
8600000US02199,02199,ZCTA5 02199,133400,52015
8600000US02203,02203,ZCTA5 02203,-,**
8600000US02210,02210,ZCTA5 02210,96823,12834
8600000US02215,02215,ZCTA5 02215,23052,2920
8600000US02301,02301,ZCTA5 02301,21605,894
8600000US02302,02302,ZCTA5 02302,23307,1145
8600000US02322,02322,ZCTA5 02322,34351,2801
8600000US02324,02324,ZCTA5 02324,31977,3819
8600000US02330,02330,ZCTA5 02330,32377,2435
8600000US02332,02332,ZCTA5 02332,52810,3775
8600000US02333,02333,ZCTA5 02333,36097,2130
8600000US02338,02338,ZCTA5 02338,31904,4383
8600000US02339,02339,ZCTA5 02339,44994,4880
8600000US02341,02341,ZCTA5 02341,34055,1646
8600000US02343,02343,ZCTA5 02343,34004,3594
8600000US02346,02346,ZCTA5 02346,33810,1858
8600000US02347,02347,ZCTA5 02347,37584,2960
8600000US02351,02351,ZCTA5 02351,36071,2540
8600000US02356,02356,ZCTA5 02356,45007,3589
8600000US02357,02357,ZCTA5 02357,3618,914
8600000US02359,02359,ZCTA5 02359,38119,2511
8600000US02360,02360,ZCTA5 02360,37042,1269
8600000US02364,02364,ZCTA5 02364,35190,2207
8600000US02366,02366,ZCTA5 02366,1941,2212
