GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Total: - With a disability:,Margin of Error; Total: - With a disability:,Estimate; Total: - With a disability: - Male,Margin of Error; Total: - With a disability: - Male,Estimate; Total: - With a disability: - Female,Margin of Error; Total: - With a disability: - Female,Estimate; Total: - No disability:,Margin of Error; Total: - No disability:,Estimate; Total: - No disability: - Male,Margin of Error; Total: - No disability: - Male,Estimate; Total: - No disability: - Female,Margin of Error; Total: - No disability: - Female
8600000US00601,00601,ZCTA5 00601,16147,1486,14875,8157,13000,5455,19154,5959,16157,1435,17201,1415,14111,1479
8600000US00602,00602,ZCTA5 00602,12832,833,13189,2574,11951,3495,14069,2298,12791,907,11961,1055,13750,859
8600000US00603,00603,ZCTA5 00603,14838,800,15877,2625,16324,3591,14806,5389,14727,831,15310,1022,14008,1252
8600000US00610,00610,ZCTA5 00610,14813,674,14606,3077,12571,2082,18078,3305,14834,675,14802,931,14866,1034
8600000US00612,00612,ZCTA5 00612,17257,731,16719,4452,15257,7916,18500,11115,17278,748,16791,887,18010,1374
8600000US00616,00616,ZCTA5 00616,15414,1216,10147,8581,5785,3692,16339,15614,15786,1221,16032,1936,15615,1290
8600000US00617,00617,ZCTA5 00617,16768,1191,17475,2401,15625,4230,18363,3041,16583,1375,16911,1898,16209,1949
8600000US00622,00622,ZCTA5 00622,19928,2973,16579,15020,-,**,-,**,20058,3109,21154,4980,19389,2495
8600000US00624,00624,ZCTA5 00624,14095,1144,12882,4700,11042,9023,14231,4303,14177,1202,14236,1358,14074,2109
8600000US00627,00627,ZCTA5 00627,15236,883,13125,1872,13320,2398,12853,2723,15462,947,14956,1010,17011,2078
8600000US00631,00631,ZCTA5 00631,13503,1289,-,**,-,**,-,**,13635,1272,13147,3720,15099,4526
8600000US00637,00637,ZCTA5 00637,16255,921,10543,4112,12552,5660,9304,4390,17140,1573,15381,1456,22127,2510
8600000US00641,00641,ZCTA5 00641,15511,595,17740,5760,13516,8434,18566,5692,15458,610,15450,718,15475,1677
8600000US00646,00646,ZCTA5 00646,21381,1457,18825,5999,16504,4628,23375,17588,21529,1440,23053,3198,20711,1568
8600000US00650,00650,ZCTA5 00650,14909,2481,13724,2269,12577,2048,18464,15122,15838,3194,14558,4007,17269,3375
8600000US00652,00652,ZCTA5 00652,18815,1803,-,**,-,**,-,**,18722,1778,20930,2537,16406,5342
8600000US00653,00653,ZCTA5 00653,13769,1271,10658,1554,10792,1818,10427,2068,14507,1320,14283,1196,14989,2461
8600000US00656,00656,ZCTA5 00656,14024,952,12784,3605,15781,14317,11708,3181,14116,1014,14018,1418,14264,1526
8600000US00659,00659,ZCTA5 00659,15500,1071,11676,2555,10909,2079,13555,7627,15672,1106,15030,1227,16359,1653
8600000US00662,00662,ZCTA5 00662,16040,1335,15135,2081,21667,8926,13401,1699,16185,1438,16498,1580,15685,2101
8600000US00667,00667,ZCTA5 00667,15706,1072,15885,5542,18894,7541,14211,7395,15698,1032,15081,2139,16439,1380
8600000US00674,00674,ZCTA5 00674,17738,1377,15000,3521,13750,6373,15000,9646,18074,1505,17391,2004,18595,1500
8600000US00676,00676,ZCTA5 00676,13886,1353,15181,9614,12262,9099,18380,14493,13846,1173,14506,1526,12842,1598
8600000US00677,00677,ZCTA5 00677,12481,1428,10114,2158,9307,2298,18333,17600,13249,1334,13134,2072,13345,1733
8600000US00678,00678,ZCTA5 00678,14345,1058,12517,1892,11784,3097,13275,2361,14692,1123,14494,1363,14919,1834
8600000US00680,00680,ZCTA5 00680,13929,698,11115,3488,5745,1263,13855,1475,14215,775,14637,906,13442,1308
8600000US00682,00682,ZCTA5 00682,14453,1224,11911,2750,13289,3777,10840,2657,14852,1246,15777,1124,13807,1074
8600000US00683,00683,ZCTA5 00683,14626,845,7107,2404,7257,2242,7005,6715,14861,824,15348,997,14205,930
8600000US00685,00685,ZCTA5 00685,15567,951,15046,2906,15210,5100,14760,2776,15691,1143,15685,1561,15695,1306
8600000US00687,00687,ZCTA5 00687,14914,965,16600,2515,18244,3634,11848,6580,14730,870,16029,1423,13640,1025
8600000US00688,00688,ZCTA5 00688,16400,796,17455,2435,17054,11557,17950,14711,16338,831,16718,1091,15790,1633
8600000US00690,00690,ZCTA5 00690,20357,5982,17602,13331,10926,10162,19762,9386,23302,7309,30503,5427,17443,4126
8600000US00692,00692,ZCTA5 00692,17572,1085,17629,4928,16891,4571,20500,8214,17570,1085,18132,1517,17056,1022
8600000US00693,00693,ZCTA5 00693,19185,1242,18816,3935,26081,5415,17414,4306,19212,1270,18677,1513,19997,1665
8600000US00694,00694,ZCTA5 00694,-,**,-,**,-,**,-,**,-,**,-,**,-,**
8600000US00698,00698,ZCTA5 00698,15513,748,15225,2217,15163,3668,15385,4227,15554,822,15146,1074,16819,2065
8600000US00703,00703,ZCTA5 00703,15871,905,11958,4758,11772,4894,13047,7892,16184,1033,15934,1559,16450,1259
8600000US00705,00705,ZCTA5 00705,18338,1269,17448,7011,16416,1084,23600,7091,18382,1328,18215,1477,18652,2016
8600000US00714,00714,ZCTA5 00714,15423,920,12500,6700,11722,6442,16650,15699,15529,947,13707,2148,16632,1822
8600000US00715,00715,ZCTA5 00715,12868,6970,7188,2874,8203,7913,-,**,15298,5505,9975,8184,16540,3292
8600000US00716,00716,ZCTA5 00716,17137,916,16484,8233,12153,10466,19844,8903,17165,973,16926,982,17615,1834
8600000US00717,00717,ZCTA5 00717,13634,2096,16961,2842,16054,2464,20074,11690,13194,1990,14608,2242,11240,2711
8600000US00718,00718,ZCTA5 00718,16751,582,16194,704,15802,8305,-,**,16779,603,16566,672,17091,1017
8600000US00719,00719,ZCTA5 00719,15880,854,16980,2560,16747,6336,17538,7670,15760,869,15920,1106,15533,1521
8600000US00720,00720,ZCTA5 00720,16503,717,16499,1094,15534,1598,18474,1885,16505,833,16449,1025,16619,1456
8600000US00723,00723,ZCTA5 00723,15708,1202,16500,5820,15000,6670,17308,10513,15615,1334,16065,2303,15338,1297
8600000US00725,00725,ZCTA5 00725,17010,661,15243,1343,13629,2687,16367,2372,17307,789,17543,998,16999,1076
8600000US00727,00727,ZCTA5 00727,20326,1310,17193,3399,17171,3725,17255,8403,20647,1322,21881,1726,19544,1456
8600000US00728,00728,ZCTA5 00728,15049,877,11645,4114,8942,3328,15074,4501,15183,858,15157,1007,15225,1412
8600000US00729,00729,ZCTA5 00729,16492,355,13955,4084,15846,3221,11233,3480,16586,359,16837,485,16303,495
8600000US00730,00730,ZCTA5 00730,15353,949,15660,4292,13611,6311,16935,8867,15337,971,15212,1431,15506,1139
8600000US00731,00731,ZCTA5 00731,11947,943,9823,5761,11364,5295,8958,7443,12012,880,12368,1845,11338,1490
8600000US00736,00736,ZCTA5 00736,16827,614,13447,2018,13486,2238,13372,3406,17277,728,17791,1352,16839,756
8600000US00738,00738,ZCTA5 00738,16222,464,14753,1630,15962,1999,13684,2222,16366,515,16764,652,15730,851
8600000US00739,00739,ZCTA5 00739,17170,459,16267,1113,16183,1627,16358,1322,17336,537,17206,688,17473,899
8600000US00740,00740,ZCTA5 00740,15093,7417,-,**,-,**,-,**,13393,8969,21205,6021,7222,2791
8600000US00745,00745,ZCTA5 00745,16644,466,15586,1256,15609,1192,15496,3971,16779,492,16741,699,16823,620
8600000US00751,00751,ZCTA5 00751,13517,1512,9976,4999,10125,5677,9877,9158,13864,1452,13348,1527,15049,3665
8600000US00754,00754,ZCTA5 00754,16539,679,15378,5668,12788,8028,16800,6584,16574,688,16627,746,16471,1250
8600000US00757,00757,ZCTA5 00757,15644,1669,17109,4993,25000,15257,15877,5853,15172,1816,14654,1961,15906,2541
8600000US00767,00767,ZCTA5 00767,15415,627,14976,1537,15250,2628,14572,1796,15479,689,14839,1156,16363,1251
8600000US00769,00769,ZCTA5 00769,15315,1050,15616,4822,13203,7172,17439,5903,15295,1062,14355,1141,16257,1131
8600000US00772,00772,ZCTA5 00772,15172,617,13000,2741,13098,5812,12939,4446,15299,569,15452,648,15096,1157
8600000US00773,00773,ZCTA5 00773,16366,568,13480,4135,12996,4345,16827,12037,16589,531,16821,697,16243,889
8600000US00775,00775,ZCTA5 00775,13718,3781,"2,500-",***,"2,500-",***,-,**,13846,3691,14044,3621,12500,6531
8600000US00777,00777,ZCTA5 00777,17507,934,15129,4841,12392,6924,15800,5355,17984,1142,19052,1523,17091,1042
8600000US00778,00778,ZCTA5 00778,20089,1714,14426,3901,15754,5294,13315,3832,21180,1680,20708,3222,21539,1570
8600000US00780,00780,ZCTA5 00780,18840,3718,12778,10129,13866,3612,"2,500-",***,20064,3505,17708,3375,21663,2703
8600000US00782,00782,ZCTA5 00782,15425,987,14117,2667,7958,6998,19028,5509,15566,948,15011,2561,16292,1222
8600000US00784,00784,ZCTA5 00784,16865,959,17864,3448,16107,6344,18596,3092,16758,946,16378,1031,17349,2419
8600000US00786,00786,ZCTA5 00786,20682,15944,-,**,-,**,-,**,-,**,-,**,-,**
8600000US00791,00791,ZCTA5 00791,17014,538,12350,4882,12708,7570,11950,10870,17117,567,17100,597,17140,1000
8600000US00794,00794,ZCTA5 00794,17134,785,11639,6590,11211,7363,15096,11100,17267,1048,16717,714,19083,1973
8600000US00795,00795,ZCTA5 00795,15757,524,13254,2424,11196,2773,14298,2410,15982,558,16103,676,15807,973
8600000US00907,00907,ZCTA5 00907,21399,2006,15259,6014,17153,9699,13162,9041,21700,2089,23129,3518,20329,2325
8600000US00909,00909,ZCTA5 00909,14567,2323,10602,2412,20000,19987,9129,1438,14896,2136,15581,1374,13177,3474
8600000US00915,00915,ZCTA5 00915,12703,838,11344,2114,9604,1352,12884,1740,12881,947,13510,1274,12037,1503
8600000US00917,00917,ZCTA5 00917,14751,958,13609,1524,12596,3810,14128,1070,14984,1018,14310,1259,15587,1146
8600000US00920,00920,ZCTA5 00920,17509,947,19000,4358,20139,8511,18125,5215,17455,919,17364,1360,17582,1271
8600000US00921,00921,ZCTA5 00921,17215,798,17000,1985,17207,2249,14563,7874,17242,820,17381,1806,17100,927
8600000US00923,00923,ZCTA5 00923,15621,769,10536,2645,11250,6501,10404,3405,15998,756,16412,717,15327,1222
8600000US00924,00924,ZCTA5 00924,16523,660,12760,2094,10710,1996,15724,2749,17034,755,16877,1156,17195,1054
8600000US00926,00926,ZCTA5 00926,22600,923,15963,1382,15160,2229,16833,3189,23300,1053,24057,1509,22663,1260
8600000US00934,00934,ZCTA5 00934,-,**,-,**,-,**,-,**,-,**,-,**,-,**
8600000US00936,00936,ZCTA5 00936,-,**,-,**,-,**,-,**,-,**,-,**,-,**
8600000US00949,00949,ZCTA5 00949,17583,645,16275,1428,13924,1629,19496,4048,17775,698,17472,854,18045,878
8600000US00950,00950,ZCTA5 00950,-,**,-,**,-,**,-,**,-,**,-,**,-,**
8600000US00951,00951,ZCTA5 00951,-,**,-,**,-,**,-,**,-,**,-,**,-,**
8600000US00952,00952,ZCTA5 00952,14523,1233,14231,1719,13802,2486,14709,3201,14644,1605,11782,3342,16589,1214
8600000US00953,00953,ZCTA5 00953,21230,1192,15631,3005,11970,4066,20167,4432,22098,1423,24258,2476,20812,1617
8600000US00956,00956,ZCTA5 00956,17159,450,15452,1361,14929,1927,16000,1844,17376,475,16891,585,17999,726
8600000US00957,00957,ZCTA5 00957,17140,554,15958,1470,16250,1407,14899,3658,17313,621,17464,1027,17069,1206
8600000US00959,00959,ZCTA5 00959,18733,861,15250,2163,15552,4454,14971,2345,19306,971,20520,1339,18036,1321
8600000US00960,00960,ZCTA5 00960,-,**,-,**,-,**,-,**,-,**,-,**,-,**
8600000US00961,00961,ZCTA5 00961,21154,2367,16382,1611,13889,3584,18648,5312,22528,2179,23288,2199,21511,2634
8600000US00962,00962,ZCTA5 00962,16415,512,14069,3402,13558,5692,14600,4426,16594,486,16868,629,16215,736
8600000US00965,00965,ZCTA5 00965,14772,1105,12794,5640,11806,8024,16750,10897,14890,1043,15229,1290,14208,2390
8600000US00966,00966,ZCTA5 00966,35238,3890,30987,23916,46810,19823,20353,12050,35536,4331,41568,6382,31125,3952
8600000US00968,00968,ZCTA5 00968,46470,6020,45833,24576,-,**,46042,12640,46593,6779,56774,6606,38350,6374
8600000US00969,00969,ZCTA5 00969,30966,1423,15941,4626,17168,2772,12813,7269,31703,1594,37894,4085,27152,2318
8600000US00971,00971,ZCTA5 00971,17350,858,16120,1604,15656,3147,16671,4510,17635,1328,16989,780,19241,2258
8600000US00976,00976,ZCTA5 00976,20030,1138,19020,4202,16694,5329,23472,7515,20111,1257,19450,1468,20829,1470
8600000US00979,00979,ZCTA5 00979,26138,2760,23906,15459,27386,14604,13816,9357,26371,2761,29697,3259,23604,2424
8600000US00982,00982,ZCTA5 00982,16898,860,16265,2856,17115,6403,14281,4813,16987,904,16931,1012,17061,1533
8600000US00983,00983,ZCTA5 00983,16901,947,13503,2635,13827,3102,12930,4904,17437,1064,18703,1397,16461,1176
8600000US00985,00985,ZCTA5 00985,16543,693,14103,1931,10616,4275,16350,2566,16886,774,16499,848,17497,1348
8600000US00987,00987,ZCTA5 00987,20037,968,18120,1864,16373,3020,19764,2758,20375,944,19502,1593,21065,1298
8600000US01001,01001,ZCTA5 01001,37381,5695,27031,11501,32656,11172,20350,10655,39569,5643,47722,5341,30858,1853
8600000US01005,01005,ZCTA5 01005,36583,5784,20119,10476,-,**,20476,7416,37317,6560,49637,10028,26827,4671
8600000US01012,01012,ZCTA5 01012,28984,3834,75417,47735,-,**,-,**,28438,3888,32039,11623,26016,3135
8600000US01027,01027,ZCTA5 01027,35824,1926,26589,7935,30494,7443,15645,7151,36258,1894,43260,5163,31760,2720
8600000US01028,01028,ZCTA5 01028,41816,2723,28333,7276,35700,10390,25658,17586,43434,3862,54764,3532,32054,3204
8600000US01030,01030,ZCTA5 01030,37624,4322,16836,8600,14120,6996,28698,5444,40503,4242,49469,6163,35253,4881
8600000US01040,01040,ZCTA5 01040,28960,2569,19125,6785,20980,2832,13785,6468,30242,1605,32323,2161,26930,2433
8600000US01050,01050,ZCTA5 01050,33919,5059,23977,1410,24250,18976,23942,1071,37778,5539,45174,5880,29938,3948
8600000US01053,01053,ZCTA5 01053,33125,9113,"2,500-",***,"2,500-",***,-,**,35197,8919,44219,36718,27143,11351
8600000US01056,01056,ZCTA5 01056,42107,2032,36307,5953,31875,30389,36732,8933,42493,3608,50307,2346,37336,4102
8600000US01060,01060,ZCTA5 01060,23015,4200,14097,7915,33542,16371,12708,4000,24124,4679,38463,9258,16572,2319
8600000US01066,01066,ZCTA5 01066,-,**,-,**,-,**,-,**,-,**,-,**,-,**
8600000US01069,01069,ZCTA5 01069,31857,4084,40144,27284,63000,50391,25208,18618,31426,3499,31166,4150,31910,6620
8600000US01073,01073,ZCTA5 01073,40836,4572,26765,20633,50714,26636,16339,10441,41526,3057,48284,5046,33737,5741
8600000US01074,01074,ZCTA5 01074,35735,8292,-,**,-,**,-,**,35735,8292,36985,5668,-,**
8600000US01080,01080,ZCTA5 01080,27083,9205,11912,7787,-,**,15086,8085,30525,5836,31354,10353,27019,10150
8600000US01082,01082,ZCTA5 01082,32182,2793,22078,12541,22179,17624,21641,18316,32491,2917,40359,9097,29598,3292
8600000US01085,01085,ZCTA5 01085,31460,1603,14732,2769,28333,26742,12127,2613,32067,1882,39043,4378,26793,2468
8600000US01086,01086,ZCTA5 01086,2656,976,-,**,-,**,-,**,2656,974,3285,1387,"2,500-",***
8600000US01088,01088,ZCTA5 01088,39844,34768,-,**,-,**,-,**,49563,33520,49563,34745,48750,43837
8600000US01089,01089,ZCTA5 01089,33057,2901,21732,7522,21463,10886,22422,13222,34853,2790,40652,2503,29135,3540
8600000US01092,01092,ZCTA5 01092,49601,17087,-,**,-,**,-,**,49481,15703,49375,14663,55000,44140
8600000US01094,01094,ZCTA5 01094,45750,32721,-,**,-,**,-,**,44737,20459,75179,67720,32250,8308
8600000US01097,01097,ZCTA5 01097,"2,500-",***,-,**,-,**,-,**,"2,500-",***,-,**,-,**
8600000US01104,01104,ZCTA5 01104,23110,2270,17578,6576,20607,3708,12917,6099,24305,2435,25977,2214,22548,3310
8600000US01106,01106,ZCTA5 01106,53527,5492,46842,13472,50526,40713,46316,38053,54284,6397,79396,8481,37927,6245
8600000US01107,01107,ZCTA5 01107,18249,2530,12969,8005,11625,7954,17829,15089,19625,2986,20998,4178,18192,2803
8600000US01108,01108,ZCTA5 01108,26845,2363,20427,8273,14477,8698,21563,9318,27533,4344,30703,2944,24899,4650
8600000US01109,01109,ZCTA5 01109,20269,1634,20963,2170,21875,8936,20037,6563,20104,1987,21579,2317,18677,1887
8600000US01119,01119,ZCTA5 01119,27818,3309,20889,3629,21553,13758,19489,7588,29232,3050,31036,3550,27277,3150
8600000US01151,01151,ZCTA5 01151,22891,2940,25000,11307,34926,15800,22750,12306,22427,3331,24236,3809,19951,5293
8600000US01199,01199,ZCTA5 01199,-,**,-,**,-,**,-,**,-,**,-,**,-,**
8600000US01201,01201,ZCTA5 01201,29172,2242,14918,2948,16184,4312,14162,4165,30302,1227,35957,2806,25797,1773
8600000US01222,01222,ZCTA5 01222,36893,8155,6350,1150,-,**,-,**,40104,10344,52917,38261,28942,8518
8600000US01224,01224,ZCTA5 01224,34896,7991,-,**,-,**,-,**,34896,7991,-,**,33438,16002
8600000US01225,01225,ZCTA5 01225,32537,4744,21389,8565,22083,11730,17153,15511,34524,3890,44167,9478,29091,5404
8600000US01240,01240,ZCTA5 01240,43628,16155,61289,11718,61522,12074,-,**,42622,15795,49565,10153,32098,17809
8600000US01243,01243,ZCTA5 01243,37656,9479,-,**,-,**,-,**,37969,9368,52500,8686,31012,3970
8600000US01247,01247,ZCTA5 01247,24437,2861,10705,2722,12417,8442,8169,5537,26279,2179,28764,4077,24844,2563
8600000US01253,01253,ZCTA5 01253,35000,10987,8438,1848,7813,2216,-,**,36786,11462,51250,9431,30417,3723
8600000US01255,01255,ZCTA5 01255,32875,6660,16250,10578,12083,6224,24167,14596,36161,6799,41797,6109,28409,7694
8600000US01260,01260,ZCTA5 01260,40813,23584,-,**,-,**,-,**,40813,23584,50172,18119,25750,13428
8600000US01262,01262,ZCTA5 01262,27917,20454,"2,500-",***,-,**,"2,500-",***,30383,4570,40417,17705,28094,12080
8600000US01301,01301,ZCTA5 01301,30207,2422,13500,2809,13182,4250,13938,8995,31328,1510,37796,4167,24659,2572
8600000US01331,01331,ZCTA5 01331,35091,2521,22500,12258,30950,9057,15142,9068,36012,1787,40070,3436,30417,3132
8600000US01337,01337,ZCTA5 01337,33194,5193,30227,8607,39063,4024,17750,10101,35000,5651,40170,6475,30145,6425
8600000US01338,01338,ZCTA5 01338,33068,18103,-,**,-,**,-,**,33864,11834,33000,24089,34583,11540
8600000US01342,01342,ZCTA5 01342,52692,12227,-,**,-,**,-,**,53654,12516,72377,11404,27229,26878
8600000US01347,01347,ZCTA5 01347,21167,8035,16333,295,-,**,-,**,21750,12572,21397,12642,22212,21818
8600000US01350,01350,ZCTA5 01350,35000,9082,-,**,-,**,-,**,35000,9082,34375,8961,35250,31808
8600000US01420,01420,ZCTA5 01420,27157,1132,24022,9440,31544,5669,15821,6172,27319,1367,31188,1864,25338,1369
8600000US01440,01440,ZCTA5 01440,31031,1055,20511,6443,18403,9511,22222,9210,31562,1104,36645,3160,30063,2546
8600000US01450,01450,ZCTA5 01450,63885,6278,50750,15002,47188,12622,65455,53525,65025,6753,82988,17413,46506,12588
8600000US01463,01463,ZCTA5 01463,41213,2454,30000,8437,31250,6792,23750,13281,42065,2923,57895,8141,35146,2213
8600000US01468,01468,ZCTA5 01468,37314,6136,40058,28145,40058,28145,-,**,37238,6967,41543,7212,31563,12765
8600000US01469,01469,ZCTA5 01469,39393,2029,32188,25320,60179,35174,9327,7908,39583,2042,51041,1595,25898,4344
8600000US01501,01501,ZCTA5 01501,40867,3017,31250,5141,41875,17408,30518,9153,41508,3336,51599,3381,34438,3385
8600000US01507,01507,ZCTA5 01507,47894,3522,61071,30034,121705,68538,38686,16296,47423,3805,53099,3325,37781,6324
8600000US01518,01518,ZCTA5 01518,46799,8749,47171,2432,48750,16385,46316,41651,46649,10803,52418,45713,28405,25189
8600000US01520,01520,ZCTA5 01520,46096,3772,31228,4519,31292,7326,31161,19955,47348,3213,52339,6173,40864,2809
8600000US01527,01527,ZCTA5 01527,39921,3865,21250,9778,36098,15514,15598,3522,41379,4234,51457,4142,33374,4811
8600000US01532,01532,ZCTA5 01532,51106,2768,25304,8298,19792,16510,26182,5857,51974,3635,65708,4973,35916,5337
8600000US01535,01535,ZCTA5 01535,39726,5977,23333,5671,22667,13710,25769,12809,40491,4605,47619,8955,34088,10713
8600000US01537,01537,ZCTA5 01537,47548,13531,29392,2306,-,**,-,**,48478,8471,59762,21001,34766,14459
8600000US01540,01540,ZCTA5 01540,37517,4733,25366,10147,22321,11441,26429,17379,39041,5154,53906,7391,31539,4734
8600000US01545,01545,ZCTA5 01545,50493,3052,21850,9082,27794,12571,15560,6441,51407,2977,64931,5357,40767,3405
8600000US01570,01570,ZCTA5 01570,31561,1543,25487,16169,25152,17858,25913,23896,31807,1480,36700,3783,28524,4859
8600000US01583,01583,ZCTA5 01583,37000,4702,28664,4211,29943,9477,22778,5214,38343,5047,45714,6497,32518,5595
8600000US01590,01590,ZCTA5 01590,50877,3755,63790,16306,68438,33507,51667,18868,50313,4158,70392,11177,31261,4844
8600000US01602,01602,ZCTA5 01602,32652,3157,24318,17249,32802,16107,20521,17737,32881,3465,40559,4692,29091,2851
8600000US01605,01605,ZCTA5 01605,27197,2283,16330,4566,22250,8219,14688,4957,27965,2420,32230,3522,22109,3583
8600000US01610,01610,ZCTA5 01610,19051,2017,11486,3166,12270,11839,10524,5212,19440,2051,20778,1768,18051,2339
8600000US01702,01702,ZCTA5 01702,27216,1628,12392,3997,16278,8811,11530,3011,28519,1881,33714,3950,22846,2808
8600000US01720,01720,ZCTA5 01720,65535,6462,17601,11533,31964,23001,4920,3287,67841,6287,91479,6701,49050,6499
8600000US01746,01746,ZCTA5 01746,51509,4451,17281,10457,23203,15319,16591,10779,52656,5267,67644,10334,38408,5501
8600000US01747,01747,ZCTA5 01747,50183,5243,47663,31796,-,**,41563,39642,50900,6703,72587,10480,43090,5712
8600000US01749,01749,ZCTA5 01749,41682,2218,28710,5176,23542,8131,32614,29175,41910,2302,51985,3911,33552,3679
8600000US01752,01752,ZCTA5 01752,38922,3592,33175,14663,34544,18142,23304,9462,39474,3570,45000,4621,31464,4692
8600000US01757,01757,ZCTA5 01757,41798,1856,27294,11128,42444,21214,25536,10735,42125,2307,48911,3335,33183,4196
8600000US01760,01760,ZCTA5 01760,54299,3561,28505,5034,28560,5268,27391,21371,55966,2505,71409,3728,45000,4418
8600000US01801,01801,ZCTA5 01801,41788,1279,33457,8036,51328,30065,28750,10921,41985,1399,50750,2431,36032,3439
8600000US01803,01803,ZCTA5 01803,49743,4565,38611,17172,40833,26041,35147,29374,50999,3821,65023,4878,36394,4410
8600000US01821,01821,ZCTA5 01821,44898,3151,31414,8692,41806,9445,22778,11982,45778,3480,60106,5509,35541,2679
8600000US01826,01826,ZCTA5 01826,41673,2145,47862,17002,63415,11004,37753,29159,41584,1870,49615,6292,36057,1717
8600000US01832,01832,ZCTA5 01832,36985,4035,27615,9155,22083,21706,28419,8271,39146,4488,44427,5262,34095,3600
8600000US01841,01841,ZCTA5 01841,22644,1242,23556,7308,32772,10844,17594,3898,22597,1320,26950,1514,19207,1339
8600000US01843,01843,ZCTA5 01843,26958,3547,14397,7639,17039,14917,13941,3875,28238,3776,32385,4241,23367,3117
8600000US01844,01844,ZCTA5 01844,36299,1404,19655,6924,24016,4726,18073,4540,37095,1566,42731,2540,32088,1180
8600000US01852,01852,ZCTA5 01852,31987,1111,25265,7024,27396,13070,21371,12998,32240,1287,33475,2638,31245,1754
8600000US01854,01854,ZCTA5 01854,23357,1384,17109,5087,26187,1671,15250,10161,23669,1466,23497,2224,23870,2287
8600000US01863,01863,ZCTA5 01863,51708,3554,25595,15062,30550,30162,22321,15865,52326,4797,67665,9391,41042,6895
8600000US01876,01876,ZCTA5 01876,47007,3437,42151,6586,49271,22145,27396,21823,47452,3736,60440,3134,35913,2472
8600000US01887,01887,ZCTA5 01887,44159,4268,21971,14125,20817,16279,27738,26277,45038,4804,55164,4370,35699,3821
8600000US01902,01902,ZCTA5 01902,27118,1194,27778,10104,29361,17125,25043,14599,27098,1101,29062,2767,26009,1357
8600000US01904,01904,ZCTA5 01904,42151,2506,48542,24362,65256,29044,31071,23439,42132,2072,50119,4118,39518,2967
8600000US01905,01905,ZCTA5 01905,31816,1484,29000,10589,29667,16724,26591,12853,31911,1499,35374,2054,26642,3008
8600000US01906,01906,ZCTA5 01906,41226,1870,17226,13344,15165,8993,26213,11040,42162,2005,50924,2233,32973,4389
8600000US01907,01907,ZCTA5 01907,50287,3557,26060,16991,51818,50725,14384,3892,50816,2019,72514,7746,37269,4015
8600000US01908,01908,ZCTA5 01908,48000,6866,42692,18497,51442,31333,41023,22393,49000,7268,56910,14485,43094,6581
8600000US01915,01915,ZCTA5 01915,36805,1551,26519,11470,35036,28877,25781,16950,37296,2258,50475,2817,29539,2664
8600000US01923,01923,ZCTA5 01923,41926,1869,26800,9812,21111,20442,30345,7515,42186,2526,50104,5161,36531,3643
8600000US01929,01929,ZCTA5 01929,42210,5023,20208,4456,18967,2786,25714,13632,44946,8138,54669,15011,33484,8251
8600000US01930,01930,ZCTA5 01930,32366,3064,20532,5477,30950,7557,12368,6672,33821,4002,41662,2057,26698,2589
8600000US01937,01937,ZCTA5 01937,-,**,-,**,-,**,-,**,-,**,-,**,-,**
8600000US01951,01951,ZCTA5 01951,48381,17774,57583,33471,-,**,53750,40852,47734,19369,72288,16432,36223,7107
8600000US01952,01952,ZCTA5 01952,36911,4118,30099,3821,30307,4773,29091,11680,38208,4088,38788,8348,37456,5029
8600000US01960,01960,ZCTA5 01960,38372,2344,24644,3320,27143,10370,20760,7225,39811,1997,43811,2701,33701,3531
8600000US01969,01969,ZCTA5 01969,46042,7634,68105,67345,68750,30653,-,**,45858,7314,62091,27173,37679,5521
8600000US01982,01982,ZCTA5 01982,50841,4230,32868,28180,53472,44951,6859,2079,51578,4272,70324,14479,36646,6084
8600000US02021,02021,ZCTA5 02021,55536,3669,31979,14957,50833,19755,16361,9055,56377,2936,63814,8122,49573,3048
8600000US02026,02026,ZCTA5 02026,47648,2836,32882,19543,51667,11786,21607,9437,48407,2898,54339,4492,42581,4025
8600000US02032,02032,ZCTA5 02032,46884,8979,-,**,-,**,-,**,47346,9431,54410,10259,42571,8237
8600000US02035,02035,ZCTA5 02035,47088,3442,26548,17651,21105,15208,33750,22833,49821,4607,57835,6586,41761,4932
8600000US02045,02045,ZCTA5 02045,45822,6234,25625,18369,50833,28639,15969,11147,47992,5594,58688,8822,36151,4897
8600000US02047,02047,ZCTA5 02047,-,**,-,**,-,**,-,**,-,**,-,**,-,**
8600000US02054,02054,ZCTA5 02054,49869,3657,50500,22806,-,**,51417,17075,49832,4180,64293,4992,40530,10835
8600000US02062,02062,ZCTA5 02062,46159,2989,32125,8963,31350,9916,42941,23427,47395,3251,56079,5783,39403,2725
8600000US02067,02067,ZCTA5 02067,61826,3448,32404,30415,65000,17877,26537,1598,62354,5097,85955,6808,47379,4937
8600000US02072,02072,ZCTA5 02072,41150,1805,22222,12580,30472,10710,17955,8057,42197,2544,49228,3180,36938,2255
